"Institution","Earnings after 6 years","Earnings after 8 years","Earnings after 10 years","City","State","Zip","url","Type","Retention"
"Milligan College",NA,NA,NA,"Milligan College","TN","37682","www.milligan.edu","FullTime",0.7604
"Chamberlain University-Nevada",NA,NA,NA,"Las Vegas","NV","89144-6595","https://www.chamberlain.edu/","FullTime",0.6667
"Arizona College-Las Vegas",NA,NA,NA,"Las Vegas","NV","89102-4512","www.arizonacollege.edu","FullTime",0.9048
"Husson University",NA,NA,NA,"Bangor","ME","04401-2929","www.husson.edu","FullTime",0.7653
"Northwest University-College of Adult and Professional Studies",NA,NA,NA,"Kirkland","WA","98033","www.northwestu.edu","FullTime",0.6508
"Piedmont International University",NA,NA,NA,"Winston-Salem","NC","27101","www.piedmontu.edu","FullTime",0.6087
"Presbyterian Theological Seminary in America",NA,NA,NA,"Santa Fe Springs","CA","90670-5647","ptsa.edu","FullTime",0.3333
"America Evangelical University",NA,NA,NA,"Los Angeles","CA","90006-5860","www.aeu.edu/","FullTime",0.5
"Purdue University Northwest",NA,NA,NA,"Hammond","IN","46323","www.pnw.edu","FullTime",0.6819
"Alabama A & M University",0.431,0.483,0.567,"Normal","AL","35762","www.aamu.edu/","PartTime",0.1316
"University of Alabama at Birmingham",0.631,0.686,0.726,"Birmingham","AL","35294-0110","www.uab.edu","PartTime",0.4384
"Amridge University",0.542,0.631,0.7,"Montgomery","AL","36117-3553","www.amridgeuniversity.edu","PartTime",0.1176
"University of Alabama in Huntsville",0.649,0.71,0.755,"Huntsville","AL","35899","www.uah.edu","PartTime",0.375
"Alabama State University",0.351,0.436,0.494,"Montgomery","AL","36104-0271","www.alasu.edu","PartTime",0.35
"The University of Alabama",0.679,0.722,0.765,"Tuscaloosa","AL","35487-0166","www.ua.edu/","PartTime",0.5556
"Auburn University at Montgomery",0.546,0.615,0.62,"Montgomery","AL","36117-3596","www.aum.edu","PartTime",0.4571
"Auburn University",0.726,0.775,0.803,"Auburn","AL","36849","www.auburn.edu","PartTime",0.8718
"Concordia College Alabama",0.307,0.374,0.346,"Selma","AL","36701","www.ccal.edu/","PartTime",0.25
"South University-Montgomery",0.478,0.601,0.59,"Montgomery","AL","36116","www.southuniversity.edu/montgomery#location=Montgomery,%20AL","PartTime",0
"Faulkner University",0.532,0.596,0.619,"Montgomery","AL","36109-3390","www.faulkner.edu","PartTime",0.375
"Herzing University-Birmingham",0.497,0.575,0.664,"Birmingham","AL","35209","https://www.herzing.edu/","PartTime",0.5
"Jacksonville State University",0.515,0.581,0.643,"Jacksonville","AL","36265","www.jsu.edu/","PartTime",0.3462
"Judson College",0.402,0.427,0.469,"Marion","AL","36756","www.judson.edu","PartTime",0
"University of West Alabama",0.473,0.531,0.673,"Livingston","AL","35470","www.uwa.edu","PartTime",0.75
"Miles College",0.33,0.405,0.466,"Fairfield","AL","35064-2621","www.miles.edu","PartTime",0
"University of Montevallo",0.485,0.583,0.625,"Montevallo","AL","35115-6000","www.montevallo.edu","PartTime",0.5
"University of North Alabama",0.516,0.572,0.688,"Florence","AL","35632-0001","www.una.edu","PartTime",0.5789
"Oakwood University",0.381,0.494,0.543,"Huntsville","AL","35896","https://www2.oakwood.edu","PartTime",1
"University of South Alabama",0.562,0.636,0.666,"Mobile","AL","36688-0002","www.southalabama.edu","PartTime",0.6098
"Stillman College",0.362,0.421,0.505,"Tuscaloosa","AL","35401","https://stillman.edu","PartTime",0.25
"Talladega College",0.314,0.372,0.323,"Talladega","AL","35160","www.talladega.edu","PartTime",1
"Troy University",0.549,0.604,0.66,"Troy","AL","36082-0001","www.troy.edu","PartTime",0.368
"Tuskegee University",0.512,0.607,0.621,"Tuskegee","AL","36088-1920","www.tuskegee.edu","PartTime",1
"University of Alaska Anchorage",0.649,0.678,0.714,"Anchorage","AK","99508","www.uaa.alaska.edu","PartTime",0.5101
"University of Alaska Fairbanks",0.55,0.6,0.646,"Fairbanks","AK","99775","www.uaf.edu","PartTime",0.6429
"University of Alaska Southeast",0.575,0.605,0.624,"Juneau","AK","99801-8697","www.uas.alaska.edu","PartTime",0.1667
"Alaska Pacific University",0.601,0.634,0.675,"Anchorage","AK","99508","www.alaskapacific.edu","PartTime",1
"Brookline College-Phoenix",0.281,0.321,0.367,"Phoenix","AZ","85021","www.brooklinecollege.edu","PartTime",0.496
"Arizona State University-Tempe",0.696,0.749,0.787,"Tempe","AZ","85287","www.asu.edu/","PartTime",0.5333
"University of Arizona",0.675,0.724,0.78,"Tucson","AZ","85721-0066","www.arizona.edu","PartTime",0.6179
"Embry-Riddle Aeronautical University-Prescott",0.77,0.825,0.854,"Prescott","AZ","86301-3720","prescott.erau.edu/","PartTime",0.6
"Grand Canyon University",0.507,0.664,0.79,"Phoenix","AZ","85017","www.gcu.edu","PartTime",0.3909
"Northern Arizona University",0.634,0.682,0.723,"Flagstaff","AZ","86011-4092","https://nau.edu/","PartTime",0.4983
"University of Arkansas at Little Rock",0.562,0.594,0.619,"Little Rock","AR","72204","ualr.edu/www/","PartTime",0.4324
"University of Arkansas",0.669,0.741,0.759,"Fayetteville","AR","72701","https://www.uark.edu","PartTime",0.6207
"University of Arkansas at Pine Bluff",0.348,0.424,0.485,"Pine Bluff","AR","71601","www.uapb.edu","PartTime",0.2222
"Arkansas State University-Main Campus",0.489,0.555,0.582,"Jonesboro","AR","72401","www.astate.edu/","PartTime",0.2571
"Arkansas Tech University",0.516,0.594,0.626,"Russellville","AR","72801-2222","www.atu.edu","PartTime",0.4286
"University of Arkansas at Monticello",0.417,0.472,0.557,"Monticello","AR","71656","www.uamont.edu/","PartTime",0.4
"University of Central Arkansas",0.534,0.626,0.675,"Conway","AR","72035-0001","www.uca.edu","PartTime",0.6154
"Harding University",0.607,0.673,0.706,"Searcy","AR","72149-5615","www.harding.edu","PartTime",0.6667
"Henderson State University",0.47,0.624,0.669,"Arkadelphia","AR","71999-0001","www.hsu.edu","PartTime",0
"Ouachita Baptist University",0.576,0.649,0.716,"Arkadelphia","AR","71998-0001","www.obu.edu","PartTime",1
"Philander Smith College",0.373,0.418,0.42,"Little Rock","AR","72202-3799","https://www.philander.edu","PartTime",0.0909
"Southern Arkansas University Main Campus",0.512,0.621,0.649,"Magnolia","AR","71753","https://www.saumag.edu","PartTime",0.375
"University of Arkansas-Fort Smith",0.503,0.554,0.556,"Fort Smith","AR","72913-3649","uafs.edu/","PartTime",0.5429
"Academy of Art University",0.479,0.565,0.632,"San Francisco","CA","94105","www.academyart.edu","PartTime",0.3431
"Azusa Pacific University",0.689,0.73,0.759,"Azusa","CA","91702-7000","www.apu.edu","PartTime",0.6
"Biola University",0.619,0.675,0.717,"La Mirada","CA","90639-0001","https://www.biola.edu","PartTime",0.6667
"California Baptist University",0.596,0.67,0.685,"Riverside","CA","92504-3297","www.calbaptist.edu","PartTime",0.4483
"California Polytechnic State University-San Luis Obispo",0.787,0.836,0.86,"San Luis Obispo","CA","93407","calpoly.edu","PartTime",0.875
"California State University-Bakersfield",0.636,0.71,0.75,"Bakersfield","CA","93311-1099","www.csub.edu","PartTime",0.411
"California State University-Stanislaus",0.616,0.673,0.743,"Turlock","CA","95382-0299","https://www.csustan.edu","PartTime",0.339
"California State University-San Bernardino",0.594,0.665,0.726,"San Bernardino","CA","92407-2397","www.csusb.edu","PartTime",0.6727
"California State Polytechnic University-Pomona",0.69,0.754,0.805,"Pomona","CA","91768","www.cpp.edu","PartTime",0.568
"California State University-Chico",0.66,0.725,0.77,"Chico","CA","95929-0150","www.csuchico.edu","PartTime",0.5833
"California State University-Dominguez Hills",0.593,0.65,0.735,"Carson","CA","90747-0005","https://www.csudh.edu","PartTime",0.3415
"California State University-Fresno",0.579,0.681,0.74,"Fresno","CA","93740","www.fresnostate.edu/","PartTime",0.5745
"California State University-Fullerton",0.639,0.711,0.761,"Fullerton","CA","92831-3599","www.fullerton.edu","PartTime",0.6447
"California State University-East Bay",0.684,0.738,0.79,"Hayward","CA","94542","www.csueastbay.edu","PartTime",0.5
"California State University-Long Beach",0.645,0.718,0.762,"Long Beach","CA","90840-0115","www.csulb.edu","PartTime",0.6636
"California State University-Los Angeles",0.606,0.689,0.747,"Los Angeles","CA","90032-8506","www.calstatela.edu","PartTime",0.4452
"California State University-Northridge",0.6,0.678,0.739,"Northridge","CA","91330","https://www.csun.edu","PartTime",0.5526
"California State University-Sacramento",0.676,0.749,0.782,"Sacramento","CA","95819-2694","www.csus.edu","PartTime",0.6625
"University of California-Berkeley",0.747,0.806,0.842,"Berkeley","CA","94720","www.berkeley.edu","PartTime",0.8889
"University of California-Davis",0.69,0.778,0.843,"Davis","CA","95616-8678","www.ucdavis.edu","PartTime",0.7952
"University of California-Irvine",0.705,0.776,0.817,"Irvine","CA","92697","www.uci.edu/","PartTime",0.6364
"University of California-Los Angeles",0.717,0.798,0.831,"Los Angeles","CA","90095-1405","www.ucla.edu/","PartTime",0.8
"University of California-Riverside",0.609,0.717,0.791,"Riverside","CA","92521","WWW.UCR.EDU","PartTime",0.6154
"University of California-San Diego",0.727,0.799,0.837,"La Jolla","CA","92093","www.ucsd.edu","PartTime",0.6471
"University of California-Santa Barbara",0.671,0.756,0.805,"Santa Barbara","CA","93106","www.ucsb.edu","PartTime",0.7143
"University of California-Santa Cruz",0.604,0.688,0.746,"Santa Cruz","CA","95064-1011","www.ucsc.edu/","PartTime",0.1176
"California State University Maritime Academy",0.876,0.858,0.866,"Vallejo","CA","94590-8181","https://www.csum.edu","PartTime",0.6
"Chapman University",0.708,0.768,0.781,"Orange","CA","92866","https://www.chapman.edu","PartTime",0.6
"Concordia University-Irvine",0.645,0.654,0.732,"Irvine","CA","92612-3203","www.cui.edu","PartTime",0
"Cogswell College",0.528,0.672,0.771,"San Jose","CA","95134","www.cogswell.edu","PartTime",0.9091
"Columbia College Hollywood",0.402,0.545,0.562,"Tarzana","CA","91356-1411","https://www.columbiacollege.edu","PartTime",1
"Design Institute of San Diego",0.587,0.62,0.689,"San Diego","CA","92121","www.disd.edu","PartTime",0
"Dominican University of California",0.724,0.732,0.774,"San Rafael","CA","94901-2298","https://www.dominican.edu","PartTime",1
"FIDM-Fashion Institute of Design & Merchandising-Los Angeles",0.613,0.635,0.631,"Los Angeles","CA","90015-1421","www.fidm.edu","PartTime",0.7143
"Feather River Community College District",0.397,0.431,0.513,"Quincy","CA","95971-9124","www.frc.edu","PartTime",0
"Fresno Pacific University",0.614,0.659,0.709,"Fresno","CA","93702-4709","www.fresno.edu","PartTime",1
"Holy Names University",0.642,0.71,0.805,"Oakland","CA","94619-1699","www.hnu.edu","PartTime",0
"Humboldt State University",0.459,0.561,0.618,"Arcata","CA","95521-8299","www.humboldt.edu","PartTime",0.3846
"Life Pacific College",0.51,0.57,0.572,"San Dimas","CA","91773-3298","www.lifepacific.edu","PartTime",0
"Argosy University-The Art Institute of California-San Diego",0.543,0.67,0.706,"San Diego","CA","92108-4423","www.artinstitutes.edu/san-diego/","PartTime",0.6667
"Laguna College of Art and Design",0.454,0.548,0.576,"Laguna Beach","CA","92651","www.lcad.edu","PartTime",0.5
"Argosy University-The Art Institute of California-San Francisco",0.543,0.67,0.706,"San Francisco","CA","94102-4908","www.artinstitutes.edu/san-francisco/","PartTime",0.1111
"Loyola Marymount University",0.736,0.813,0.822,"Los Angeles","CA","90045-2659","www.lmu.edu","PartTime",0.6667
"Mount Saint Mary's University",0.784,0.8,0.791,"Los Angeles","CA","90049-1599","https://www.msmu.edu","PartTime",0
"Musicians Institute",0.387,0.464,0.523,"Hollywood","CA","90028","www.mi.edu","PartTime",1
"National University",0.76,0.792,0.807,"La Jolla","CA","92037-1011","www.nu.edu","PartTime",0.4149
"Notre Dame de Namur University",0.693,0.737,0.8,"Belmont","CA","94002-1908","www.ndnu.edu","PartTime",1
"Hope International University",0.542,0.639,0.635,"Fullerton","CA","92831-3199","www.hiu.edu","PartTime",0.3333
"Pacific Union College",0.66,0.747,0.769,"Angwin","CA","94508-9707","www.puc.edu","PartTime",0
"University of the Pacific",0.785,0.835,0.854,"Stockton","CA","95211-0197","www.pacific.edu","PartTime",0.5
"University of Redlands",0.722,0.774,0.781,"Redlands","CA","92373-0999","www.redlands.edu","PartTime",1
"San Diego State University",0.676,0.747,0.796,"San Diego","CA","92182-0001","www.sdsu.edu","PartTime",0.6679
"San Francisco Art Institute",0.472,0.542,0.545,"San Francisco","CA","94133-2299","www.sfai.edu","PartTime",1
"San Francisco State University",0.664,0.728,0.769,"San Francisco","CA","94132","www.sfsu.edu","PartTime",0.5225
"University of San Francisco",0.769,0.807,0.836,"San Francisco","CA","94117-1080","https://www.usfca.edu","PartTime",0.3333
"William Jessup University",0.598,0.631,0.668,"Rocklin","CA","95765-3707","WWW.JESSUP.EDU","PartTime",0
"San Jose State University",0.714,0.763,0.812,"San Jose","CA","95192-0001","www.sjsu.edu","PartTime",0.7133
"Santa Clara University",0.837,0.888,0.885,"Santa Clara","CA","95053","www.scu.edu","PartTime",0
"Simpson University",0.557,0.572,0.606,"Redding","CA","96003-8606","www.simpsonu.edu","PartTime",1
"Sonoma State University",0.662,0.717,0.766,"Rohnert Park","CA","94928-3609","www.sonoma.edu","PartTime",0.6563
"Vanguard University of Southern California",0.606,0.658,0.691,"Costa Mesa","CA","92626","https://www.vanguard.edu","PartTime",0
"University of Southern California",0.798,0.834,0.856,"Los Angeles","CA","90089","www.usc.edu/","PartTime",0.5
"Epic Bible College",0.488,0.451,0.441,"Sacramento","CA","95841","EPIC.edu","PartTime",0.4444
"Whittier College",0.6,0.678,0.767,"Whittier","CA","90601","www.whittier.edu","PartTime",0.5
"Woodbury University",0.608,0.704,0.731,"Burbank","CA","91504-1052","https://woodbury.edu/","PartTime",0
"Adams State University",0.464,0.548,0.626,"Alamosa","CO","81101","www.adams.edu","PartTime",0
"University of Colorado Denver/Anschutz Medical Campus",0.717,0.779,0.805,"Denver","CO","80217-3364","www.ucdenver.edu/","PartTime",0.4419
"University of Colorado Colorado Springs",0.639,0.676,0.728,"Colorado Springs","CO","80918","https://www.uccs.edu","PartTime",0.4215
"University of Colorado Boulder",0.691,0.74,0.792,"Boulder","CO","80309-0017","www.colorado.edu","PartTime",0.6279
"Colorado Christian University",0.61,0.645,0.695,"Lakewood","CO","80226","WWW.CCU.EDU","PartTime",0.297
"The Art Institute of Colorado",0.467,0.53,0.591,"Denver","CO","80203-2983","www.artinstitutes.edu/denver/","PartTime",0.3
"Colorado Mountain College",0.515,0.557,0.606,"Glenwood Springs","CO","81601-0233","coloradomtn.edu/","PartTime",0.3881
"Colorado School of Mines",0.901,0.871,0.89,"Golden","CO","80401","www.mines.edu","PartTime",0
"Colorado State University-Fort Collins",0.68,0.731,0.782,"Fort Collins","CO","80523-0100","www.colostate.edu","PartTime",0.6264
"Colorado Technical University-Colorado Springs",0.498,0.567,0.686,"Colorado Springs","CO","80907-3812","www.coloradotech.edu/Colorado-Springs","PartTime",0.2815
"Community College of Denver",0.478,0.513,0.558,"Denver","CO","80204-2026","www.ccd.edu","PartTime",0.3852
"University of Denver",0.739,0.803,0.829,"Denver","CO","80208","www.du.edu","PartTime",0.4545
"Fort Lewis College",0.502,0.555,0.631,"Durango","CO","81301-3999","fortlewis.edu/","PartTime",0.4
"Colorado Mesa University",0.556,0.61,0.652,"Grand Junction","CO","81501-3122","www.coloradomesa.edu","PartTime",0.3333
"Metropolitan State University of Denver",0.623,0.657,0.694,"Denver","CO","80217-3362","www.msudenver.edu/","PartTime",0.4667
"Naropa University",0.23,0.286,0.392,"Boulder","CO","80302-6697","www.naropa.edu","PartTime",1
"Nazarene Bible College",0.518,0.57,0.513,"Colorado Springs","CO","80910","www.nbc.edu","PartTime",0.25
"University of Northern Colorado",0.64,0.712,0.763,"Greeley","CO","80639","https://www.unco.edu","PartTime",0.0833
"Pueblo Community College",0.426,0.469,0.494,"Pueblo","CO","81004-1499","www.pueblocc.edu","PartTime",0.3933
"Red Rocks Community College",0.54,0.575,0.639,"Lakewood","CO","80228-1255","www.rrcc.edu","PartTime",0.3993
"Rocky Mountain College of Art and Design",0.473,0.495,0.578,"Lakewood","CO","80214","www.rmcad.edu","PartTime",0.3333
"Colorado State University-Pueblo",0.624,0.684,0.664,"Pueblo","CO","81001-4901","https://www.csupueblo.edu","PartTime",0.2
"Western State Colorado University",0.526,0.581,0.668,"Gunnison","CO","81231","www.western.edu","PartTime",0
"Albertus Magnus College",0.694,0.801,0.769,"New Haven","CT","06511-1189","www.albertus.edu","PartTime",0.3333
"Lincoln College of New England-Southington",0.53,0.58,0.603,"Southington","CT","06489-1057","www.lincolncollegene.edu","PartTime",1
"University of Bridgeport",0.571,0.671,0.696,"Bridgeport","CT","06604-5620","www.bridgeport.edu","PartTime",0.6667
"Central Connecticut State University",0.704,0.754,0.786,"New Britain","CT","06050","www2.ccsu.edu/","PartTime",0.6364
"Charter Oak State College",0.711,0.753,0.619,"New Britain","CT","06053","https://www.charteroak.edu","PartTime",0.5
"University of Connecticut",0.771,0.828,0.859,"Storrs","CT","06269","uconn.edu/","PartTime",0.6429
"Eastern Connecticut State University",0.664,0.742,0.775,"Willimantic","CT","06226","www.easternct.edu/","PartTime",0.6667
"University of Hartford",0.663,0.733,0.766,"West Hartford","CT","06117-1599","www.hartford.edu","PartTime",0.25
"Holy Apostles College and Seminary",NA,NA,NA,"Cromwell","CT","06416-2005","www.holyapostles.edu","PartTime",0.6
"Mitchell College",0.429,0.503,0.568,"New London","CT","06320","www.mitchell.edu","PartTime",1
"University of New Haven",0.7,0.776,0.84,"West Haven","CT","06516-1916","www.newhaven.edu","PartTime",0.4
"Paier College of Art Inc",0.519,0.493,0.536,"Hamden","CT","06514-3902","www.paiercollegeofart.edu","PartTime",1
"Post University",0.603,0.625,0.705,"Waterbury","CT","06723","www.post.edu/","PartTime",0.2077
"Quinnipiac University",0.838,0.878,0.888,"Hamden","CT","06518","www.qu.edu","PartTime",0.1667
"University of Saint Joseph",0.706,0.764,0.805,"West Hartford","CT","06117","https://www.usj.edu","PartTime",1
"Southern Connecticut State University",0.668,0.735,0.765,"New Haven","CT","06515-1355","www.southernct.edu","PartTime",0.2308
"Western Connecticut State University",0.649,0.729,0.761,"Danbury","CT","06810-6826","www.wcsu.edu","PartTime",0.375
"Delaware State University",0.504,0.597,0.659,"Dover","DE","19901","www.desu.edu","PartTime",0.0952
"University of Delaware",0.785,0.847,0.861,"Newark","DE","19716","www.udel.edu/","PartTime",1
"Goldey-Beacom College",0.643,0.703,0.772,"Wilmington","DE","19808","www.gbc.edu","PartTime",0.5
"Wilmington University",0.69,0.722,0.736,"New Castle","DE","19720","www.wilmu.edu","PartTime",0.2789
"American University",0.761,0.822,0.838,"Washington","DC","20016-8001","WWW.AMERICAN.EDU","PartTime",0
"University of the District of Columbia",0.528,0.552,0.597,"Washington","DC","20008","www.udc.edu","PartTime",0.375
"George Washington University",0.81,0.869,0.878,"Washington","DC","20052","https://www.gwu.edu","PartTime",0.75
"Howard University",0.64,0.729,0.762,"Washington","DC","20059-0001","www.howard.edu","PartTime",1
"Strayer University-District of Columbia",0.59,0.679,0.744,"Washington","DC","20005","www.strayer.edu/district-columbia/washington","PartTime",0.4194
"Trinity Washington University",0.577,0.623,0.663,"Washington","DC","20017-1094","www.trinitydc.edu","PartTime",0.4286
"The Art Institute of Fort Lauderdale",0.458,0.516,0.536,"Fort Lauderdale","FL","33316-3000","www.artinstitutes.edu/fort-lauderdale","PartTime",0
"The Baptist College of Florida",0.454,0.573,0.57,"Graceville","FL","32440","www.baptistcollege.edu","PartTime",0
"Barry University",0.694,0.738,0.765,"Miami","FL","33161-6695","www.barry.edu","PartTime",1
"Bethune-Cookman University",0.384,0.489,0.535,"Daytona Beach","FL","32114-3099","www.cookman.edu","PartTime",0.3333
"Lynn University",0.604,0.653,0.664,"Boca Raton","FL","33431-5598","www.lynn.edu","PartTime",0.4286
"Carlos Albizu University-Miami",0.466,0.548,0.541,"Miami","FL","33172-2209","www.albizu.edu","PartTime",0
"University of Central Florida",0.68,0.741,0.777,"Orlando","FL","32816","www.ucf.edu/","PartTime",0.7982
"South University-West Palm Beach",0.478,0.601,0.59,"Royal Palm Beach","FL","33411","www.southuniversity.edu/west-palm-beach#location=West%20Palm%20Beach,%20FL","PartTime",0.4
"Eckerd College",0.544,0.682,0.71,"Saint Petersburg","FL","33711-4700","https://www.eckerd.edu","PartTime",0.2
"Embry-Riddle Aeronautical University-Daytona Beach",0.77,0.825,0.854,"Daytona Beach","FL","32114-3900","daytonabeach.erau.edu/","PartTime",0.4444
"Florida Agricultural and Mechanical University",0.467,0.595,0.684,"Tallahassee","FL","32307","www.famu.edu","PartTime",0.5714
"Florida Atlantic University",0.658,0.713,0.744,"Boca Raton","FL","33431-0991","www.fau.edu/","PartTime",0.6434
"AdventHealth University",0.794,0.815,0.821,"Orlando","FL","32803","www.ahu.edu","PartTime",0.5556
"Florida Institute of Technology",0.656,0.751,0.828,"Melbourne","FL","32901-6975","www.fit.edu","PartTime",0.5
"Florida International University",0.684,0.731,0.764,"Miami","FL","33199","www.fiu.edu","PartTime",0.768
"Florida Southern College",0.659,0.71,0.736,"Lakeland","FL","33801-5698","www.flsouthern.edu","PartTime",0.4
"Florida State University",0.672,0.752,0.787,"Tallahassee","FL","32306-1037","www.fsu.edu","PartTime",0.7941
"University of Florida",0.735,0.797,0.832,"Gainesville","FL","32611","www.ufl.edu/","PartTime",0.8125
"AI Miami International University of Art and Design",0.438,0.493,0.552,"Miami","FL","33132-1418","www.artinstitutes.edu/miami/","PartTime",0.2632
"Jacksonville University",0.713,0.739,0.789,"Jacksonville","FL","32211-3394","https://www.ju.edu/index.php","PartTime",0.7143
"Keiser University-Ft Lauderdale",0.5,0.552,0.565,"Fort Lauderdale","FL","33309","www.keiseruniversity.edu","PartTime",0.6894
"Luther Rice College & Seminary",0.68,0.66,0.732,"Lithonia","GA","30038-9869","www.lutherrice.edu","PartTime",0.5
"University of Miami",0.745,0.822,0.83,"Coral Gables","FL","33146","www.miami.edu/","PartTime",0.875
"University of North Florida",0.667,0.736,0.754,"Jacksonville","FL","32224-7699","www.unf.edu","PartTime",0.55
"Nova Southeastern University",0.708,0.739,0.744,"Fort Lauderdale","FL","33314-7796","www.nova.edu","PartTime",0.25
"Palm Beach Atlantic University",0.618,0.68,0.695,"West Palm Beach","FL","33401","www.pba.edu","PartTime",0.25
"University of South Florida-Main Campus",0.673,0.719,0.754,"Tampa","FL","33620-9951","www.usf.edu","PartTime",0.7742
"Stetson University",0.606,0.706,0.722,"DeLand","FL","32723","www.stetson.edu","PartTime",1
"Southeastern University",0.535,0.598,0.641,"Lakeland","FL","33801-6034","www.seu.edu/","PartTime",0.3721
"The University of Tampa",0.693,0.759,0.795,"Tampa","FL","33606-1490","www.ut.edu","PartTime",1
"Trinity Baptist College",0.36,0.512,0.574,"Jacksonville","FL","32221","www.tbc.edu","PartTime",1
"Warner University",0.609,0.668,0.679,"Lake Wales","FL","33859-8797","www.warner.edu/academics/undergraduate_programs/admissions/criteria-for-admission/","PartTime",0.25
"The University of West Florida",0.574,0.643,0.712,"Pensacola","FL","32514-5750","uwf.edu","PartTime",0.7647
"Abraham Baldwin Agricultural College",0.459,0.553,0.585,"Tifton","GA","31793-2601","www.abac.edu","PartTime",0.2857
"Albany State University",0.42,0.556,0.598,"Albany","GA","31705","https://www.asurams.edu/","PartTime",0.2857
"Armstrong State University",0.604,0.701,0.699,"Savannah","GA","31419-1997","https://www.georgiasouthern.edu/","PartTime",0.5833
"The Art Institute of Atlanta",0.408,0.494,0.548,"Atlanta","GA","30328-1635","www.artinstitutes.edu/atlanta","PartTime",0.24
"Point University",0.487,0.526,0.59,"West Point","GA","31833","point.edu","PartTime",0.5
"Atlanta Metropolitan State College",0.352,0.403,0.5,"Atlanta","GA","30310-4448","www.atlm.edu","PartTime",0.25
"Clark Atlanta University",0.469,0.536,0.637,"Atlanta","GA","30314-4391","www.cau.edu","PartTime",0.25
"Beulah Heights University",0.438,0.426,0.518,"Atlanta","GA","30316","www.beulah.edu","PartTime",0.8571
"Brenau University",0.684,0.698,0.753,"Gainesville","GA","30501-3668","www.brenau.edu","PartTime",0.24
"Brewton-Parker College",0.466,0.521,0.563,"Mount Vernon","GA","30445","www.bpc.edu","PartTime",0.8
"College of Coastal Georgia",0.431,0.478,0.508,"Brunswick","GA","31520-3644","www.ccga.edu","PartTime",0.5493
"Carver Bible College",NA,NA,NA,"Atlanta","GA","30331","www.carver.edu","PartTime",0
"Clayton  State University",0.583,0.634,0.682,"Morrow","GA","30260-0285","www.clayton.edu","PartTime",0.6292
"Columbus State University",0.513,0.608,0.652,"Columbus","GA","31907-5645","www.columbusstate.edu","PartTime",0.5161
"Dalton State College",0.466,0.539,0.603,"Dalton","GA","30720-3797","https://www.daltonstate.edu/index.cms","PartTime",0.5556
"South University-Savannah",0.478,0.601,0.59,"Savannah","GA","31406","www.southuniversity.edu/savannah#location=Savannah,%20GA","PartTime",0.2
"Fort Valley State University",0.354,0.472,0.572,"Fort Valley","GA","31030-4313","www.fvsu.edu","PartTime",0.3846
"Georgia Institute of Technology-Main Campus",0.862,0.883,0.905,"Atlanta","GA","30332-0530","www.gatech.edu","PartTime",0.6667
"Georgia Southwestern State University",0.543,0.592,0.654,"Americus","GA","31709-4693","https://gsw.edu/","PartTime",0.6667
"Georgia College & State University",0.669,0.704,0.738,"Milledgeville","GA","31061","www.gcsu.edu/","PartTime",0
"Georgia Southern University",0.616,0.702,0.742,"Statesboro","GA","30460-8126","www.georgiasouthern.edu","PartTime",0.4
"Georgia State University",0.63,0.689,0.725,"Atlanta","GA","30303-3083","www.gsu.edu","PartTime",0.5253
"University of Georgia",0.719,0.784,0.8,"Athens","GA","30602","www.uga.edu","PartTime",0.8438
"Gordon State College",0.419,0.51,0.567,"Barnesville","GA","30204","https://www.gordonstate.edu","PartTime",0.5
"LaGrange College",0.624,0.638,0.698,"Lagrange","GA","30240-2999","www.lagrange.edu","PartTime",0.5
"Life University",0.55,0.629,0.614,"Marietta","GA","30060","www.life.edu","PartTime",0.875
"Herzing University-Atlanta",0.497,0.575,0.664,"Atlanta","GA","30303","https://www.herzing.edu","PartTime",0.6667
"Mercer University",0.672,0.775,0.794,"Macon","GA","31207","www.mercer.edu","PartTime",0.6071
"Morehouse College",0.544,0.62,0.678,"Atlanta","GA","30314","www.morehouse.edu","PartTime",0
"Paine College",0.273,0.362,0.504,"Augusta","GA","30901-3182","www.paine.edu","PartTime",0
"Piedmont College",0.694,0.675,0.724,"Demorest","GA","30535-0010","www.piedmont.edu","PartTime",1
"Reinhardt University",0.568,0.619,0.645,"Waleska","GA","30183-2981","www.reinhardt.edu","PartTime",0.6667
"Savannah College of Art and Design",0.523,0.583,0.62,"Savannah","GA","31402-3146","www.scad.edu","PartTime",0.6907
"Savannah State University",0.398,0.486,0.577,"Savannah","GA","31404-5310","www.savannahstate.edu/","PartTime",0.2456
"Shorter University",0.596,0.689,0.774,"Rome","GA","30165","www.shorter.edu/","PartTime",0.5
"Spelman College",0.582,0.703,0.757,"Atlanta","GA","30314-4399","www.spelman.edu","PartTime",0
"Thomas University",0.611,0.652,0.591,"Thomasville","GA","31792","www.thomasu.edu","PartTime",0
"Toccoa Falls College",0.433,0.5,0.538,"Toccoa Falls","GA","30598","tfc.edu","PartTime",0.375
"Truett McConnell University",0.38,0.521,0.618,"Cleveland","GA","30528","https://truett.edu","PartTime",1
"Valdosta State University",0.579,0.65,0.691,"Valdosta","GA","31698","www.valdosta.edu","PartTime",0.425
"Wesleyan College",0.49,0.569,0.554,"Macon","GA","31210-4462","www.wesleyancollege.edu","PartTime",0
"University of West Georgia",0.581,0.675,0.693,"Carrollton","GA","30118-0001","www.westga.edu","PartTime",0.3898
